;;;;;;;;;;;
;J77GLEALM50;J77HÅND50;J77HÅND53;J77KAU50;J77KAU51;J77KAU51COPY;J77KRED50;J77KREDVAL;J77KREDVAL1;J77LÅN50;J77LÅN50C
;J77OPSENGA;J77OPSKK;J77OPSKONTO;J77OPSUD;J77REKV;J77SEFO02;J77SEFO03;J77SEFO52;J77SEFO53;J77UNSKR50;J77UNSKR50C
;J77UPANT01G;J78OPSENGA;J88ALM50;J88ALM50-Z;J88BS80;J88INDSKGAR;J88KRED50;J88KTBEST01;J88KTFSIK02;J88KTO01;J88KTREGL02-Z
;J88KUN01;J88KUN01-3270;J88KUN02-Z;J88KUN02DU;J88KUN03DU;J88KUN04DU;J88LÅN50;J88MPOPG08;J88OPG7;J88UNSKR50;KREDITKONTRAKT
;NCT2BECWEB01;NCTBECWEB01;NCTBECWEB20;NCTCEB01;OLDB51WEB01;PJKUN01;PJUNOT02;RINKORT31Y;X02LOF045B;XB41KUN01;
;;;;;;;;;;;
.in (SIZE) NOBREAK ;B04PFA23;B08KUNOPR01;B08KUNOPR01Z;B32EJERP02B;B48APBEGUNST;B62SMS01;B62SMS01-NY;B95SLET;B95WEB91;;
;;;;;;;;;;;
.in (SIZE) nobreak ;B01KTREGL01;B01KTREGL02;B01KTRELG01;B01WEB01;B01WEB01-G;B04ANGAJU;B04ANGAJUSK;B04BS01;B04BSK01;B04BØRN51;B04DEP02CD
;B04DEPRATE02CD;B04EBOKS01;B04EKTREGL01;B04EKTREGL02;B04FOKUS3;B04FULD01;B04FULDEJD;B04FULDKØR;B04FULDLØS;B04KORT16;B04KORT54
;B04KTREGL01;B04KTREGL01Z;B04KTREGL02;B04KTREGL02Z;B04LEGITIM;B04NANOQ2;B04NANOQG;B04NUTARAQ;B04OVE01A;B04OVE01B;B04OVE51
;B04PFA23;B04PFA32;B04SLR14;B04STUDREJS;B04UFULD01;B04UKUR05;B04VEB01;B04VEB03;B04WEB01;B04WEB02TEST;B04WEB06
;B04WEB50;B04WEB81;B08ALM01;B08ALM01Z;B08ALM02;B08ALM02Z;B08ALM03;B08ALM03Z;B11EKTREGL01Z;B11EKTREGL02Z;B11KTREGL01
;B11KTREGL02;B12ALM02;B14WEB50;B19ANMFORSB1;B19BEGUNB1;B19BETINGB1;B19BOKS02;B19BOLIGOP01;B19BOLIUSB1;B19BS03DU;B19BYGKRE01
;B19DBOKS01;B19DBOKS02;B19DEP02CD;B19EBOKS01D;B19EBOKS20_NY;B19EBOKS30;B19EKTREGL01;B19EKTREGL02;B19FI01;B19FLYTVP01;B19FVÆR81
;B19GAR01;B19GAR02;B19GAR03;B19GAR04;B19GAR07;B19GAR11;B19GAR12;B19GAR13-A;B19GAR13-B;B19GAR14;B19GAR15
;B19GAR16;B19GAR17;B19GAR18;B19GAR19;B19GAR44;B19GARGODS01;B19GARTVANG01;B19HØJPEN0915;B19INTKONF01;B19KTREGL01;B19KTREGL02
;B19KUNTILFR01;B19LEGI05;B19LETSIKR04;B19LOUNGE01;B19MILJØB1;B19NETPB01;B19NVAFLYSB01;B19NVAFLYSB02;B19NVBSB06;B19NVUDGB05;B19OVFPENS02
;B19PANTH06;B19PANTH07;B19PANTH08;B19PDFBOLIGOP01;B19PDFHØJPEN;B19PDFKTREGL03;B19PDFSTUDIE01;B19PDFWEB01;B19PDFWEB01F;B19PDFWEB03;B19PDFWEB06
;B19PDFWEB81;B19PENÆND01;B19PULJE02;B19RAMINV01;B19RAMME01;B19RAMTILLB1;B19REVBESV01;B19RISIKOM01;B19SALGSF01;B19SALGSF03;B19SEKUPANT01
;B19SEPA03;B19STUDIE01;B19TINGLYS01;B19TINGLYSB18;B19TINGLYSB36;B19UDLGAR01;B19UDLINK01;B19VBPRIB11;B19WEB01;B19WEB01F;B19WEB03
;B19WEB03F;B19WEB06;B19WEB07;B19WEB20;B19WEB81;B19WEBBIL81;B20ALD10;B20ALM50;B20BIL02B;B20BOKS01;B20BOKS03
;B20BOKS05;B20BOLIG01;B20BOLIG02;B20BOLIG03;B20BOLIG09;B20BOLIG15;B20BOLIG27;B20BOLIG29;B20BS51;B20BYG01;B20BYG01EVA
;B20BYG01GL;B20BYG02;B20BYG03;B20BØRN01;B20BØRN01DU;B20BØRN01GL;B20BØRN51;B20BØRNEP01;B20BØRNEP01DU;B20BØRNEP01DUSBL;B20BØRNEP01EVA
;B20BØRNEP05DU;B20CHE05;B20DEPOT04GL;B20DEPOT17;B20EALM50;B20EBOKS01D;B20EBOKS20;B20EJERP01B;B20EJERP01C;B20EJERP02B;B20EJERP02C
;B20EJERP03B;B20ERH04;B20FI02;B20GAR13;B20GAR13GL;B20GAR14;B20GAR15;B20GAR17;B20GAR60;B20GAR60GL;B20HVID04EVA
;B20HVID04GL;B20HVID05EVA;B20HVID05GL;B20HVID06EVA;B20HVID06GL;B20HVID07EVA;B20HVID07GL;B20HVID11EVA;B20HVID11GL;B20HVID12EVA;B20HVID12GL
;B20HVID13EVA;B20HVID13GL;B20HVID15EVA;B20HVID15GL;B20HVID16;B20HVID17EVA;B20HVID17GL;B20HVID18;B20HVID20EVA;B20HVID20GL;B20HVID21
;B20HÅND53;B20INDEKS02;B20INDSKGAR;B20JUR04;B20JUR04EB;B20JUR04GL;B20JUR04MB;B20JUR05;B20JUR06GL;B20KAP05;B20KAP07GL
;B20KORT30GL;B20KORT31GL;B20KORT42;B20KRED50;B20KTO01;B20KUN01;B20KUN02;B20KUN02-EX;B20KUN02-G1;B20KUN02DU;B20KUN10
;B20KUN12;B20MAS03;B20MAS14;B20NEMPU01;B20OPRET11;B20OVE51;B20PBS03;B20PEN01;B20PEN02;B20PEN20;B20PEN40
;B20PEN45;B20PEN50;B20PEN60;B20PEN65;B20PENAV;B20PENS06;B20PENS06EVA;B20PENS17;B20PENS18;B20PENS18DU;B20PENS18GL
;B20PULJE05;B20PULJE05GL;B20RAT04;B20RAT07GL;B20SAM10;B20SELV04;B20SKADE04B;B20SPAR01;B20TING05;B20UNSKR50;B20VDKRÅD01D
;B20WEB01;B20WEB01EVA;B20WEB06;B20WEB07EVA;B20WEB08;B20WEB50;B20WEB51;B20WEB81;B20WEB91;B25BV03;B25WEB01
;B25WEB01-Z;B25WEB03;B25WEB03-KOPI;B25WEB06;B25WEB06-KOPI;B25WEB50;B25WEB51;B25WEB81;B25WEB81-TEST;B25WEBBIL01;B25WEBEBIL01
;B26AFT01;B26ALM01;B26ALM02;B26ALM03;B26ALMFORBET;B26ALMFORKON;B26ALMFORVAL;B26ANMPRI;B26BECKORT54;B26BECOVE01;B26BETINVA
;B26BETINVB;B26BETINVG;B26BETINVO;B26BOKDGN;B26DEPBES;B26DEPFOR;B26DFIAFT;B26DIRPANT01;B26EBOKS01;B26ENGFORSP01;B26ENGFORSP02
;B26GARHUS;B26GARHUS01;B26GARHUS01D;B26GARNY;B26GARNYB;B26GARNYE;B26KBKT01;B26KBKT02;B26KBKT03;B26KBKT04;B26KORT02
;B26KORT04;B26KORT05;B26KORT18;B26KORT18D;B26KORT54;B26MKE01;B26MORT01;B26MØDEBR01;B26MØDEBR02;B26OVE01;B26OVE51
;B26PAA13;B26PAA13A;B26SAMFRA02;B26SAMTYK01;B26STJ04;B26STJ54;B26STJKORT18;B26STJRÅD03;B26STJWEB81;B26VDKRÅD03;B26WEB01
;B26WEB03;B26WEB06;B26WEB20;B26WEB50;B26WEB50TEST;B26WEB51;B26WEB81;B28BSVFB01;B28BUDGB01;B28CSOPG07;B28DEP02CD
;B28DPPOAB01;B28DØGNB01;B28DØGNB02;B28ERH01;B28ERH04;B28FMLSB01;B28FULD01DU;B28GARB01;B28GARB01T;B28GARKB01;B28KAP05-DU
;B28KTREGL01;B28KTREGL01-Z;B28KTREGL02-Z;B28KTREGL03-Z;B28MKJOPG07;B28NYWEB01TEST;B28OFEPB01;B28OVÆRB01;B28TFAFB02;B28TFAFB03;B28VSOPG07
;B28WEB01;B28WEB01GL;B28WEB01NY;B28WEB03;B28WEB03GL;B28WEB06;B28WEB06GL;B28WEB50;B28WEB81;B28WEB81GL;B28WEB81NY
;B28WEBB03;B28WEBB06-Z;B29ANBOX;B29ANM;B29ARP;B29ARPX;B29AWTBILA;B29AWTBØRN01;B29AWTOPG07;B29BILA;B29BOLC
;B29BØRN;B29BØRN01;B29BØRN02;B29EKORT01D1;B29EKORT01XD1;B29HNOU3A;B29KTFSIK02;B29NYWEB01;B29OLDBØRN;B29OLDBØRN01;B29OPG3A
;B29OVE01;B29UKUKD;B29VISE;B29WEB50;B29WEB50A;B29WEB50B;B29WEB50GL;B29WEB50X;B29WEB50XX;B29WEB50XXX;B30BØRN01
;B30BØRN01DU;B30GAR07;B30GAR13;B30GAR23;B30INDSKGAR;B30INDSKGARDU;B30INDSKGARX;B30INDSKGARXX;B30INDSKGARY;B30JS01;B30KAP01
;B30KREDIT;B30KREDIT200;B30KREDIT75;B30LL2OPG3A;B30OVE01;B30OVE51;B30OVF01;B30OVF01X;B30PBREV01;B30PBREV01-NY;B30PBREV01N
;B30PBREV02;B30PBREV03;B30PBREV04;B30PBREV05;B30PBREV06;B30PBREV06X;B30PBREV06Z;B30PEN02;B30PENS13;B30RAT60GL;B30RKROPG07
;B30SKA04;B30WEB50;B30WEB50-1;B30WEB50KOPI;B30WEB50TEST;B30WEB81;B30WEBJS;B32BETKU01;B32ELTING01F;B32FUL51;B32FUL52
;B32GAR13;B32KRED50;B32KRED50-G1;B32KRED50-G2;B32KUN02;B32LÅN50;B32LÅN50-G1;B32OVE51-T;B32PBEKON;B32PBEKON1;B32PBKON
;B32RAT15;B32RAT60;B32SWIPE01;B32UPANT01F;B33ALM01;B33ALM01X;B33ALM02;B33ALM02X;B33ALM03;B33ALM03X;B33ALM04
;B33ALM04X;B33BS02;B33BSB02;B33KREDKONB01;B33KREDKONB01Z;B35BOLIGOPSD01;B35IRMAOPG2;B35OVERFB02;B3720460NSPA01K;B3720470FAFO11KG;B3750220OVE01
;B3754520FULD01;B3755420BS01GL;B3755420BS01GL1;B3755420BS02;B3755420BS02NY;B3756010DEP01;B3756010DEP011;B3756010DEP01GL1;B3756010DEP01GL2;B3756011DEP011G5;B3756011DEP01GL
;B3756011DEP01GL1;B3756011DEP01GL5;B37ALD09;B37ALD09-DU;B37ALM01;B37ALM01DN1;B37ALM01DN2;B37ALM01EHVNY;B37ALM01NY1;B37ALM01Y;B37ALM50G1010
;B37ALM50G106;B37ALM50G1206;B37ALM50G1206X;B37ALM50G1208;B37ALM50GL;B37ALM50GL12;B37ALM50X;B37BS01;B37BS01D1X404;B37BS01GL1106;B37BS01GL603
;B37BS01GL911;B37BS02;B37BS03;B37BS03TEST;B37BS11;B37BS1116;B37BS51;B37BØRN01DU;B37CONN01NY;B37CONN02NY;B37DEP02CD
;B37DEP1;B37DIPANT01A;B37DIPANT01F;B37EBBR01A;B37EBBR01B;B37ELTING01F;B37ERH021002;B37FAST01GL;B37GAR01;B37GAR02;B37GAR03
;B37GAR04;B37GAR12;B37GAR13;B37GAR14;B37GAR15;B37GAR16;B37GAR17;B37GAR18;B37GAR19;B37JSOPG07;B37KAP09
;B37KAP09-DU;B37KONVWEB01;B37KORT18;B37KORT18D;B37KTREGL01DANK;B37KTREGL02VISA;B37KTREGL03;B37LØN11K;B37LØN13404;B37OVE01;B37OVE51
;B37OVEF01;B37PENAV;B37PRIO001;B37PRIO002;B37PRIO005;B37PRIO013;B37PRIO013A;B37PRIO014;B37PRIO015;B37PRIO023;B37PRIO025
;B37SKADE02BX;B37VDKRÅD01DKOP;B37VDKRÅD04DKOP;B37WEB01;B37WEB01406;B37WEB01BECX;B37WEB01G105;B37WEB01G1104;B37WEB01GL0301;B37WEB01GL0503;B37WEB01GL105
;B37WEB01GL1100;B37WEB01GL1101;B37WEB01GL1103;B37WEB01GL1106;B37WEB01GL11061;B37WEB01GL1309;B37WEB01GL1312;B37WEB01GL302;B37WEB01GL403;B37WEB01GL708;B37WEB01GL711
;B37WEB01GL903;B37WEB01GL910;B37WEB01KOP1;B37WEB01MAN;B37WEB01MANG1309;B37WEB01X;B37WEB02GL;B37WEB02X302;B37WEB02X302A;B37WEB03;B37WEB03G1310
;B37WEB03GL0202;B37WEB03GL0302;B37WEB03GL0503;B37WEB03GL1106;B37WEB03GL11061;B37WEB03GL403;B37WEB03GL711;B37WEB03GL910;B37WEB03TEST;B37WEB03X;B37WEB03X030219
;B37WEB05GL;B37WEB06;B37WEB06GL0305;B37WEB06GL1106;B37WEB06GL11061;B37WEB06GL403;B37WEB06GL711;B37WEB06GL910;B37WEB07;B37WEB08;B37WEB20
;B37WEB50;B37WEB50GL403;B37WEB50GL504;B37WEB50GL705;B37WEB50GL708;B37WEB50GL711;B37WEB50XX;B37WEB51;B37WEB51GL0305;B37WEB51GL403;B37WEB51GL711
;B37WEB51W;B37WEB81;B37WEB81GL11061;B37WEB81GL1302;B37WEB81GL910;B37WEB81TEST;B37WEB81X;B41KORT04;B41KORT18;B41KORT54;B41TPOPG07
;B41WEB50;B41WEB51;B41WEB81;B41WEBTEST50;B41WEBTEST51;B480VE01S;B48AFT01;B48ALMFORBE;B48ALMFORBES;B48ALMFORBET;B48ALMFORBETS
;B48ALMFORBNY;B48ALMFORBNYS;B48ALMFORKON;B48ALMFORVAL;B48AP31D;B48APBEGUNST;B48APFORSBE;B48APFORSBEKS;B48BETINVA;B48BETINVB;B48BETINVG
;B48BETINVO;B48BOKDGN;B48BS01;B48BS01-DU;B48BTJ50D;B48BYGALMB1;B48BYGALMB1-DU;B48BØRNAKT;B48BØRNEBK;B48DEPBES;B48DEPBESS
;B48DEPFOR;B48DEPFORS;B48DFIAFT;B48DIRPANT01;B48EBOKS01;B48EGARHUS01;B48ENGFORSP01;B48ENGFORSP02;B48FULD01;B48GAR01;B48GAR02
;B48GAR03;B48GARHUS;B48GARHUS01;B48GARHUS01D;B48GARNY;B48GARNYB;B48GARNYE;B48INDSKGAR;B48INDSKGARDU;B48INVALMB1;B48KBKT01
;B48KBKT02;B48KBKT03;B48KBKT04;B48KORT02;B48KORT05;B48KORT18;B48KORT18D;B48KORT18DS;B48KORT18S;B48KORT27;B48KORT54
;B48KORT54S;B48MKE01;B48MORT01;B48MØDEBR01;B48MØDEBR02;B48OVE01;B48OVE01S;B48OVE51;B48OVE51S;B48PAA07AU;B48PAA13
;B48PAA13A;B48PAA13AA;B48PAA13B;B48PANTEBREV;B48PANTEBREV01;B48SAMFRA02;B48STJ54;B48STJ54S;B48STJANMPRI;B48STJAP31D;B48STJAPFORS
;B48STJBYGALMB1;B48STJDEPB;B48STJDEPBES;B48STJDEPBS;B48STJDEPF;B48STJDEPFOR;B48STJDEPFS;B48STJKORT02;B48STJKORT04;B48STJKORT04S;B48STJKORT27
;B48STJKORT54;B48STJOVE01;B48STJPAA13;B48STJPAA13A;B48STJRÅD03;B48STJRÅD03S;B48STJWEB01;B48STKKORT18;B48TEST2;B48TESTINDSKGAR;B48TESTV
;B48TESTVALPLN;B48TESTVALPLN2;B48VALPLN01;B48VALUK01;B48VALUK01A;B48VALUL01;B48VDKRÅD03;B48VDKRÅD03S;B48VLIBOR01;B48VWIBOR01;B48WEB01
;B48WEB01S;B48WEB03;B48WEB03S;B48WEB06;B48WEB06S;B48WEB20;B48WEB20S;B48WEB50;B48WEB50S;B48WEB51;B48WEB81
;B48WEB81S;B48ÅBNBLK02;B48ÅBNBLK02DU;B48ÅBNBLK03;B48ÅBNBLK04;B51EDAN01OLD;B51KTREG01;B51KTREGL02;B51KTREGL02ALJ;B51WEB01;B51WEB03
;B51WEB03KOPI;B51WEB06;B51WEB50;B51WEB81;B51WEB81KOPI;B51WEB81OLD;B53KAP01;B53KTPRIS02;B53LHAOPG07;B53MKROPG07;B53OVE01
;B53WEB01;B53WEB81;B62KORT31;B62KORT32;B62KORT33;B62KTPRIS07;B62KTPRIS07Z;B62KTPRIS11;B62OVE01;B62OVE51;B62PPPOPG07
;B62PPPOPG08;B62SCOPG07;B62WEB01;B62WEB01-GAMMEL;B62WEB03;B62WEB03-G;B62WEB03-GAMMEL;B62WEB06;B62WEB06-G;B62WEB06-GAMMEL;B62WEB81
;B66WEB01;B67AFT01;B67ALMFORBE;B67ALMFORBET;B67ALMFORBNY;B67ALMFORBTD;B67ALMFORKON;B67ALMFORVAL;B67ANMPRI;B67BETINVA;B67BETINVB
;B67BETINVG;B67BETINVO;B67BOKDGN;B67BS01-DU;B67BTJ50D;B67DEPBES;B67DEPFOR;B67DFIAFT;B67DIRPANT01;B67EBOKS01;B67ENGFORSP01
;B67ENGFORSP02;B67GARHUS;B67GARHUS01;B67GARHUS01D;B67GARNY;B67GARNYB;B67GARNYE;B67INDSKGAR;B67INDSKGAR5;B67INDSKGARDU;B67KBKT01
;B67KBKT02;B67KBKT03;B67KBKT04;B67KORT02;B67KORT04;B67KORT05;B67KORT18;B67KORT18D;B67KORT54;B67MKE01;B67MORT01
;B67MØDEBR01;B67MØDEBR02;B67OVE01;B67OVE51;B67PAA13;B67PAA13A;B67PAA13AA;B67PAA13B;B67SAMFRA02;B67STJ04;B67STJ54
;B67STJKORT18;B67STJRÅD03;B67STJWEB81;B67VDKRÅD03;B67WEB01;B67WEB03;B67WEB06;B67WEB20;B67WEB50;B67WEB51;B67WEB81
;B73OPG3A;B78L0F071PRINT;B78LOF001B;B78LOF043;B78LOF069;B78LOF071;B78LOF071Z;B78LOF073;B78LOF074;B79KORT31;B79KORT32
;B79KORT33;B79WEB50;B80KORT32;B80WEB06;B80WEB91;B8702;B87BS01D1-G;B87BS02;B87BØRN01;B87BØRN01DU;B87DEPOPR
;B87DEPOTOPR;B87EKORT01D1;B87ELECTRONBARN;B87ERH01;B87FRIBØRN;B87GAR07;B87GAR13;B87GAR15;B87GARBØRN;B87HVBOPG07;B87JPNOPG07
;B87KAU51;B87KORT18;B87KORT31;B87KORT32;B87KORT33;B87MASTERPRIVAT;B87NYDEPOPR;B87NYVILA;B87NYVILB;B87NYVILD;B87NYVILE
;B87NYVILF;B87OPGDH02;B87OPGDH7;B87OVE01;B87OVE51;B87PANT03;B87PANT07;B87UDLGAR;B87UDLGAR3;B87UDLGAR4;B87UNOT02
;B87UNOT02A;B87UNOT12;B87VARSLINGFLUE;B87VARSLINGGAR;B87VARSLINGTEKST;B87WEB01;B87WEB01-GL;B87WEB01LA;B87WEB02E;B87WEB50;B90ALM01
;B90ALM01GL202;B90ALM01GL306;B90ALM01X;B90ALM02GL202;B90ALM02X;B90BS01;B90BS02;B90FAST01;B90OVE01;B90WEB01GL;B90WEB01GL0305
;B90WEB01GL0503;B90WEB01GL1101;B90WEB01GL404;B90WEB02GL;B90WEB03;B90WEB03GL0202;B90WEB03GL0305;B90WEB03GL0503;B90WEB03GL1101;B90WEB03GL404;B90WEB03GLX
;B90WEB06;B90WEB06GL0305;B90WEB50;B90WEB51;B90WEB51GL0305;B93AFTAFI;B93ANMODPI;B93BEKRÆFTELSE1Z;B93BETGARMFD1;B93BOLIG10ÅR;B93EDAN01D
;B93EJDKONTER;B93EJDKONTPR;B93EJERP01B;B93ENECO08;B93FORLAAGAR1K;B93FORLAAGAR1Æ;B93FORLAAGAR2K;B93FORLAAGARS;B93FORLÅGASÆR;B93GAR13;B93GAR13D1
;B93KOMHØJV3;B93KORT27;B93KORT30;B93KORT31;B93KORT32;B93KORT32TEST;B93KORT54;B93KURSKON;B93MASTERFIRMA;B93MASTERFIRMAÆ;B93NEMPUTEST
;B93OMLÆGNING;B93PLJAP;B93PTB;B93RUNEJDKONT;B93TBINV;B93TESTNEMPU01;B93TIINVZ;B93TING05TBGL;B93TOTALTILBUDZ;B93TRY0609;B93UDBERS
;B93UDBKRD;B93UDBTKLÅN;B93UDLLÅNREKV;B93VDKRÅD07P;B93VDKRÅD07PRI;B93VDKRÅD07PRIV;B93VDKRÅD07PRIVÆ;B93WEB01GL;B93WEB01Z;B93WEB03BTD;B93WEB03GL
;B93WEB06;B93WEB06BTD;B93WEB201001;B93WEB201020;B93WEB50;B93WEB50GL;B93WEB50NY;B93WEB51GL;B93WEB91;B93WEB91BTD;B93WEB91GL
;B93WEB93;B93WEB93BTD;B95AFTALE50;B95AFTALE52;B95AKT13UDL;B95BS01;B95BS01OPR;B95BS02;B95BS02OPR;B95BSREGLER01;B95DEP02
;B95DEP02CD;B95EBOKS01;B95EKORT01D1;B95FULD01;B95FULD02;B95JACK01;B95KAMP122;B95KAMP130;B95KAMP133;B95KAMP134;B95KAMP135
;B95KAMP139;B95KAMP140;B95KAMP143;B95KORT18;B95KORT31;B95KORT32;B95KORT33;B95KTPRIS07;B95KTPRIS08;B95KTPRIS10;B95KTPRIS11
;B95KTPRIS12;B95KTREGL011607;B95KTREGL01GL;B95KTREGL021607;B95KTREGL02GL;B95KTREGL031607;B95KTREGL03GL;B95KTREGL50;B95MØNTE01;B95SLET;B95UDLÅN57
;B95UDLÅN69;B95VDKRÅD07;B95VDKRÅD07B;B95WEB01;B95WEB01VILKAAR;B95WEB01_NY;B95WEB01_OLD;B95WEB06;B95WEB50;B95WEB51;B95WEB91
;B98WEB01;B98WEB03;B98ÅBN01;BDNKTREGL01Z;BECBS01;BECBS02;BECBS03;BECBS51;BECBS52;BECBØRN01;BECBØRN01DU
;BECBØRN51;BECCONN01;BECCONN02;BECCONN03;BECDEP02CD;BECEBOKS01D;BECEBOKS20;BECEJERP01B;BECEJERP01C;BECEJERP02B;BECEJERP02B-M
;BECEJERP02C;BECEJERP03B;BECEJERP03C;BECEJERP04B;BECEKTREGL01;BECEKTREGL02;BECELTING01F;BECELTING02B;BECELTING03B;BECFULD01;BECGAR01
;BECGAR02;BECGAR03;BECGAR04;BECGAR07;BECGAR11;BECGAR12;BECGAR13;BECGAR14;BECGAR15;BECGAR16;BECGAR17
;BECGAR18;BECGAR19;BECGAR21;BECINDSKGAR;BECKAP05;BECKORT80;BECKTREGL01;BECKTREGL01-Z;BECKTREGL02;BECKTREGL02-Z;BECKTREGL03
;BECLOF001B;BECLOF043;BECLOF068;BECLOF069;BECLOF071;BECLOF073;BECLOF074;BECMOBIL01;BECMOBIL01D;BECNEMPU01;BECOPG07
;BECOVE01;BECOVE51;BECPEN02;BECPENAV;BECPENKV;BECPENRV;BECPRIO001;BECPRIO002;BECPRIO005;BECPRIO013;BECPRIO013A
;BECPRIO014;BECPRIO015;BECPRIO023;BECPRIO025;BECPÅT04;BECRAT18;BECSKADE01C;BECSKADE01C-G1;BECSKADE02B;BECSKADE03B;BECSKADE03C
;BECSKADE04B;BECSKADE05B;BECTING05;BECUFULD01;BECUMOBIL01D;BECUNOT02;BECUNOT12;BECVIDEO01;BECWEB01;BECWEB03;BECWEB06
;BECWEB07;BECWEB08;BECWEB20;BECWEB81;BECWEB83;BECWEB91;BECWEB93;BNJWEB01;BSLKTREGL01-Z;BSLKTREGL02-Z;BYGALMB1
;C05KORT18;C05KORT54;C05OVE51;C05WEB01;C05WEB03;C05WEB06;C05WEB20;C05WEB50;C05WEB51;C05WEB81;C07KORT18
;C07KORT54;C07OVE51;C07WEB01;C07WEB03;C07WEB06;C07WEB20;C07WEB50;C07WEB51;C07WEB81;C09KORT18;C09KORT54
;C09OVE51;C09WEB01;C09WEB03;C09WEB06;C09WEB20;C09WEB50;C09WEB51;C09WEB81;C15KORT18;C15KORT54;C15OVE51
;C15WEB01;C15WEB03;C15WEB06;C15WEB20;C15WEB50;C15WEB51;C15WEB81;C25KORT18;C25KORT54;C25OVE51;C25WEB01
;C25WEB03;C25WEB06;C25WEB20;C25WEB50;C25WEB51;C25WEB81;C28KORT18;C28KORT54;C28OVE51;C28WEB01;C28WEB03
;C28WEB06;C28WEB20;C28WEB50;C28WEB51;C28WEB81;C29KORT18;C29KORT54;C29OVE51;C29WEB01;C29WEB03;C29WEB06
;C29WEB20;C29WEB50;C29WEB51;C29WEB81;C30KORT18;C30KORT54;C30OVE51;C30WEB01;C30WEB03;C30WEB06;C30WEB20
;C30WEB50;C30WEB51;C30WEB81;C31KORT18;C31KORT54;C31OVE51;C31WEB01;C31WEB03;C31WEB06;C31WEB06S;C31WEB20
;C31WEB50;C31WEB50S;C31WEB51;C31WEB81;C33KORT18;C33KORT54;C33OVE51;C33WEB01;C33WEB03;C33WEB06;C33WEB06S
;C33WEB20;C33WEB50;C33WEB50S;C33WEB51;C33WEB81;C39KORT18;C39KORT54;C39OVE01;C39OVE51;C39WEB01;C39WEB03
;C39WEB06;C39WEB06S;C39WEB20;C39WEB50;C39WEB50S;C39WEB51;C39WEB81;C42KORT18;C42OVE51;C42WEB01;C42WEB03
;C42WEB06;C42WEB06S;C42WEB20;C42WEB50;C42WEB50S;C42WEB51;C42WEB81;C46KORT18;C46KORT54;C46OVE51;C46WEB01
;C46WEB03;C46WEB06;C46WEB20;C46WEB50;C46WEB51;C46WEB81;C52KORT18;C52KORT54;C52OVE51;C52WEB01;C52WEB03
;C52WEB06;C52WEB20;C52WEB50;C52WEB51;C52WEB81;C53KORT18;C53KORT54;C53WEB01;C53WEB03;C53WEB06;C53WEB20
;C53WEB50;C53WEB51;C53WEB81;C58KORT18;C58KORT54;C58OVE51;C58WEB01;C58WEB03;C58WEB06;C58WEB20;C58WEB50
;C58WEB51;C58WEB81;C59KORT18;C59KORT54;C59OVE51;C59WEB01;C59WEB03;C59WEB06;C59WEB20;C59WEB50;C59WEB51
;C59WEB81;C61KORT18;C61KORT54;C61OVE51;C61WEB01;C61WEB03;C61WEB06;C61WEB20;C61WEB50;C61WEB51;C61WEB81
;C68KORT18;C68KORT54;C68OVE51;C68WEB01;C68WEB03;C68WEB06;C68WEB20;C68WEB50;C68WEB51;C68WEB81;C72KORT18
;C72KORT54;C72OVE51;C72WEB01;C72WEB03;C72WEB06;C72WEB20;C72WEB50;C72WEB51;C72WEB81;C74KORT18;C74KORT54
;C74OVE51;C74WEB01;C74WEB03;C74WEB06;C74WEB20;C74WEB50;C74WEB51;C74WEB81;C77KORT18;C77KORT54;C77WEB01
;C77WEB03;C77WEB06;C77WEB20;C77WEB50;C77WEB51;C77WEB81;C79KORT18;C79KORT54;C79OVE51;C79WEB01;C79WEB03
;C79WEB06;C79WEB20;C79WEB50;C79WEB51;C79WEB81;C81KORT18;C81KORT54;C81OVE51;C81WEB01;C81WEB03;C81WEB06
;C81WEB20;C81WEB50;C81WEB51;C81WEB81;C83KORT18;C83KORT54;C83OVE51;C83WEB01;C83WEB03;C83WEB06;C83WEB20
;C83WEB50;C83WEB51;C83WEB81;C89KORT18;C89OVE01;C89OVE51;C89WEB01;C89WEB03;C89WEB06;C89WEB06S;C89WEB20
;C89WEB50;C89WEB50S;C89WEB51;C89WEB81;C95KORT18;C95KORT54;C95OVE51;C95WEB01;C95WEB03;C95WEB06;C95WEB06S
;C95WEB20;C95WEB50;C95WEB50S;C95WEB51;C95WEB81;C96KORT18;C96KORT54;C96OVE51;C96WEB01;C96WEB03;C96WEB06
;C96WEB20;C96WEB50;C96WEB51;C96WEB81;DABSAMTYK03;E38ALM50-Z1;E38BS01;E38BS51;E38BS51-Z;E38INDSKGAR;E38INDSKGAR-X
;E38WEB01;E38WEB06;E38WEB81;E38WEB91;E53BØRN01;E53BØRN01G;E53BØRN15;E53BØRN16;E53DEP02CD;E53GAR01;E53GAR02
;E53GAR03;E53GAR04;E53GAR13;E53HCBOPG07;E53OVE01;E53SEB01Q;E53VDKRÅD01D;E53VDKRÅD03D;E53WEB01;E53WEB01-G;E53WEB01-G1
;E53WEB01G;E53WEB01G2;E53WEB01HCB;E53WEB01N;E53WEB01PRINT;E53WEB01Q;E53WEB01TBH;E53WEB01Z;E53WEB01ZF;E53WEB50;E53WEB81
